time,latitude,longitude,depth,mag,magType,place,provinsi
2024-09-19 08:28:26.033000+00:00,2.2749,128.5857,26.594,4.4,mb,"88 km NE of Tobelo, Indonesia",MALUKU UTARA
2024-09-19 07:47:26.751000+00:00,2.3789,128.4621,41.584,5.1,mb,"87 km NE of Tobelo, Indonesia",MALUKU UTARA
2024-09-19 02:51:23.213000+00:00,2.7382,99.0857,165.946,4.2,mb,"18 km ENE of Parapat, Indonesia",SUMATERA UTARA
2024-09-18 02:41:06.723000+00:00,-7.2418,107.5662,10.0,5.0,mww,"15 km ESE of Banjar, Indonesia",JAWA BARAT
2024-09-16 16:53:09.977000+00:00,-2.4802,138.9879,32.827,4.9,mb,"183 km W of Abepura, Indonesia",PAPUA
2024-09-15 13:08:08.287000+00:00,1.3429,118.4805,6.526,5.5,mww,"173 km NE of Bontang, Indonesia",KALIMANTAN TIMUR
2024-09-15 09:54:33.875000+00:00,-7.3767,106.6662,51.169,5.0,mww,"44 km SSE of Pelabuhanratu, Indonesia",JAWA BARAT
2024-09-14 21:37:37.604000+00:00,1.8932,99.0554,127.607,5.0,mww,"34 km ENE of Sibolga, Indonesia",SUMATERA UTARA
2024-09-13 20:53:34.744000+00:00,-8.5922,118.2949,137.986,4.4,mb,"19 km WSW of Dompu, Indonesia",NUSA TENGGARA BARAT
2024-09-09 21:01:29.242000+00:00,4.3404,126.7337,48.5,5.1,mww,"183 km SE of Sarangani, Philippines",SULAWESI UTARA
2024-09-07 01:51:40.107000+00:00,-8.4371,115.3374,10.0,4.9,mb,"11 km NE of Ubud, Indonesia",BALI
2024-09-07 01:14:07.236000+00:00,-4.0183,136.8692,147.292,4.5,mb,"168 km ESE of Nabire, Indonesia",PAPUA TENGAH
2024-09-05 22:06:08.605000+00:00,-3.4968,135.8427,10.0,4.1,mb,"40 km ESE of Nabire, Indonesia",PAPUA TENGAH
2024-09-03 13:51:10.950000+00:00,-2.4015,139.7153,22.788,4.1,mb,"104 km WNW of Abepura, Indonesia",PAPUA
2024-09-02 23:26:13.754000+00:00,-2.5112,121.2219,10.0,4.3,mb,"99 km E of Masamba, Indonesia",SULAWESI SELATAN
2024-09-02 13:51:27.543000+00:00,4.873,96.0449,10.0,4.2,mb,"46 km SW of Reuleuet, Indonesia",ACEH
2024-09-02 09:02:19.740000+00:00,-9.5024,120.0908,79.402,4.1,mb,"25 km NW of Waingapu, Indonesia",NUSA TENGGARA TIMUR
2024-09-02 00:39:35.616000+00:00,4.4904,96.3353,10.0,4.9,mb,"44 km NNE of Meulaboh, Indonesia",ACEH
2024-09-02 00:39:08.396000+00:00,4.4509,96.4009,10.0,4.6,mb,"45 km NE of Meulaboh, Indonesia",ACEH
2024-09-01 11:47:06.952000+00:00,-2.0606,125.9198,55.825,4.4,mb,"6 km W of Sanana, Indonesia",MALUKU UTARA
2024-09-01 07:33:51.815000+00:00,-4.2419,136.965,10.0,4.2,mb,"189 km ESE of Nabire, Indonesia",PAPUA TENGAH
2024-08-31 12:25:01.290000+00:00,-8.3845,112.5515,130.381,4.1,mb,"24 km SSW of Gongdanglegi Kulon, Indonesia",JAWA TIMUR
2024-08-31 08:53:48.700000+00:00,-3.4079,139.7218,49.939,5.0,mb,"135 km SW of Abepura, Indonesia",PAPUA
2024-08-25 19:25:27.536000+00:00,-1.5832,120.8771,10.0,4.4,mb,"24 km SE of Poso, Indonesia",SULAWESI TENGAH
2024-08-24 03:32:00.974000+00:00,-6.574,105.1914,49.145,4.8,mb,"73 km WSW of Labuan, Indonesia",BANTEN
2024-08-24 02:47:23.423000+00:00,-3.2937,101.7684,10.862,4.5,mb,"78 km NW of Bengkulu, Indonesia",BENGKULU
2024-08-23 10:30:27.964000+00:00,-2.4708,121.2186,10.0,4.7,mb,"99 km E of Masamba, Indonesia",SULAWESI SELATAN
2024-08-22 00:00:48.544000+00:00,1.267,99.0434,117.197,4.5,mb,"28 km WSW of Padangsidempuan, Indonesia",SUMATERA UTARA
2024-08-21 08:29:21.378000+00:00,-8.6246,117.6552,130.686,4.1,mb,"29 km ESE of Sumbawa Besar, Indonesia",NUSA TENGGARA BARAT
2024-08-21 00:01:16.956000+00:00,2.1799,116.8421,10.0,4.3,mb,"93 km SW of Tanjung Selor, Indonesia",KALIMANTAN TIMUR
2024-08-20 14:52:52.303000+00:00,0.5927,123.6653,261.865,4.3,mb,"67 km E of Gorontalo, Indonesia",SULAWESI UTARA
2024-08-20 08:43:14.157000+00:00,-2.8038,138.5017,42.32,4.1,mb,"238 km W of Abepura, Indonesia",PAPUA
2024-08-19 05:50:26.269000+00:00,2.3844,99.0347,148.019,4.3,mb,"32 km SSE of Parapat, Indonesia",SUMATERA UTARA
2024-08-19 03:48:54.579000+00:00,-10.2827,123.6543,15.851,4.4,mb,"13 km SSE of Kupang, Indonesia",NUSA TENGGARA TIMUR
2024-08-18 15:27:16.716000+00:00,-3.4441,135.6599,10.0,4.9,mb,"19 km ESE of Nabire, Indonesia",PAPUA TENGAH
2024-08-18 00:25:35.948000+00:00,-3.0604,136.9841,50.192,4.0,mb,"168 km ENE of Nabire, Indonesia",PAPUA
2024-08-17 16:58:20.983000+00:00,-2.4762,139.9747,16.726,4.2,mb,"74 km W of Abepura, Indonesia",PAPUA
2024-08-17 12:38:30.959000+00:00,-2.1414,102.4067,223.587,4.0,mb,"78 km SSE of Muara Bungo, Indonesia",JAMBI
2024-08-16 02:19:01.385000+00:00,0.6224,120.8923,64.95,4.4,mb,"203 km NE of Palu, Indonesia",SULAWESI TENGAH
2024-08-15 05:40:40.496000+00:00,-2.7839,139.139,39.712,4.0,mb,"167 km W of Abepura, Indonesia",PAPUA
2024-08-14 15:46:39.621000+00:00,-4.2568,135.1251,10.0,4.1,mb,"107 km SSW of Nabire, Indonesia",PAPUA TENGAH
2024-08-13 19:53:58.905000+00:00,-3.4047,135.4791,35.0,4.2,mb,"5 km SSW of Nabire, Indonesia",PAPUA TENGAH
2024-08-13 13:04:38.145000+00:00,5.0093,95.5821,9.459,4.5,mb,"59 km SW of Sigli, Indonesia",ACEH
2024-08-12 00:05:44.694000+00:00,-3.1709,136.8875,61.322,4.0,mb,"155 km E of Nabire, Indonesia",PAPUA
2024-08-11 03:55:56.820000+00:00,-6.9681,107.0749,157.774,4.3,mb,"17 km ESE of Sukabumi, Indonesia",JAWA BARAT
2024-08-10 23:24:26.588000+00:00,-1.2367,120.444,10.0,4.4,mb,"38 km WNW of Poso, Indonesia",SULAWESI TENGAH
2024-08-10 17:46:04.890000+00:00,2.7112,95.7959,25.543,4.4,mb,"69 km WNW of Sinabang, Indonesia",ACEH
2024-08-10 08:20:21.721000+00:00,2.7155,117.6911,10.0,4.8,mb,"38 km ESE of Tanjung Selor, Indonesia",KALIMANTAN UTARA
2024-08-08 23:31:11.920000+00:00,-2.0696,138.3855,35.0,4.5,mb,"256 km WNW of Abepura, Indonesia",PAPUA
2024-08-05 12:59:24.190000+00:00,-4.0558,139.6,12.245,4.2,mb,"198 km SW of Abepura, Indonesia",PAPUA PEGUNUNGAN
2024-08-03 15:46:39.900000+00:00,-2.2394,138.8942,29.936,4.0,mb,"197 km WNW of Abepura, Indonesia",PAPUA
2024-08-03 05:32:56.260000+00:00,-3.5521,138.022,76.154,4.6,mb,"220 km N of Agats, Indonesia",PAPUA TENGAH
2024-08-02 03:31:26.122000+00:00,-3.4525,140.316,30.033,4.1,mb,"100 km SSW of Abepura, Indonesia",PAPUA
2024-08-01 14:02:47.496000+00:00,2.4578,128.3859,219.511,4.1,mb,"90 km NNE of Tobelo, Indonesia",MALUKU UTARA
2024-07-31 19:27:43.664000+00:00,-2.7571,102.5208,194.23,4.1,mb,"70 km NNW of Lubuklinggau, Indonesia",SUMATERA SELATAN
2024-07-30 17:39:26.551000+00:00,-4.5801,137.5462,10.0,4.4,mb,"125 km NNW of Agats, Indonesia",PAPUA TENGAH
2024-07-30 08:34:45.906000+00:00,3.4429,125.6197,133.027,4.2,mb,"217 km S of Sarangani, Philippines",SULAWESI UTARA
2024-07-28 14:17:29.761000+00:00,-3.7549,139.8707,10.0,4.3,mb,"153 km SSW of Abepura, Indonesia",PAPUA PEGUNUNGAN
2024-07-28 12:50:29.519000+00:00,-2.9952,128.483,23.127,4.1,mb,"61 km NW of Amahai, Indonesia",MALUKU
2024-07-27 00:23:53.955000+00:00,-0.1989,130.5165,10.0,4.3,mb,"4 km NNE of Waisai, Indonesia",PAPUA BARAT DAYA
2024-07-26 03:49:49.832000+00:00,-6.9311,108.4546,10.265,4.1,mb,"5 km NNW of Kuningan, Indonesia",JAWA BARAT
2024-07-26 02:09:43.393000+00:00,2.4142,128.5134,230.569,4.6,mb,"94 km NE of Tobelo, Indonesia",MALUKU UTARA
2024-07-25 17:12:03.238000+00:00,-3.1751,139.9193,46.336,4.4,mb,"101 km SW of Abepura, Indonesia",PAPUA
2024-07-25 10:36:39.594000+00:00,-6.861,108.4237,12.753,4.4,mb,"12 km SSW of Sumber, Indonesia",JAWA BARAT
2024-07-25 01:40:11.516000+00:00,-4.4384,136.9747,10.0,4.2,mb,"177 km NW of Agats, Indonesia",PAPUA TENGAH
2024-07-24 23:00:11.503000+00:00,0.4755,123.9969,198.448,4.1,mb,"49 km W of Modisi, Indonesia",SULAWESI UTARA
2024-07-24 15:22:12.154000+00:00,4.5339,96.23,10.0,4.4,mb,"44 km NNE of Meulaboh, Indonesia",ACEH
2024-07-24 00:22:08.822000+00:00,-2.9716,139.2043,45.484,5.2,mb,"164 km WSW of Abepura, Indonesia",PAPUA
2024-07-23 09:28:37.322000+00:00,1.522,127.7874,10.0,4.9,mww,"33 km SW of Tobelo, Indonesia",MALUKU UTARA
2024-07-19 20:09:32.607000+00:00,-2.106,138.3421,29.84,4.5,mb,"260 km WNW of Abepura, Indonesia",PAPUA
2024-07-19 18:48:24.479000+00:00,1.562,127.7821,8.764,4.1,mb,"31 km SW of Tobelo, Indonesia",MALUKU UTARA
2024-07-19 17:06:54.309000+00:00,1.5116,127.7517,9.272,4.5,mb,"37 km SW of Tobelo, Indonesia",MALUKU UTARA
2024-07-19 14:58:36.454000+00:00,1.5213,127.7881,12.424,4.4,mb,"33 km SW of Tobelo, Indonesia",MALUKU UTARA
2024-07-19 14:36:14.348000+00:00,1.5763,127.7664,8.149,5.1,mww,"31 km WSW of Tobelo, Indonesia",MALUKU UTARA
2024-07-19 14:31:30.055000+00:00,1.5195,127.7706,10.0,5.0,mb,"35 km SW of Tobelo, Indonesia",MALUKU UTARA
2024-07-19 06:49:59.281000+00:00,-3.353,139.1557,57.687,4.5,mb,"184 km WSW of Abepura, Indonesia",PAPUA
2024-07-18 21:53:06.944000+00:00,1.5326,127.7436,10.0,4.4,mb,"36 km SW of Tobelo, Indonesia",MALUKU UTARA
2024-07-17 03:16:05.290000+00:00,-4.6654,139.8557,10.0,4.1,mb,"214 km ENE of Agats, Indonesia",PAPUA PEGUNUNGAN
2024-07-09 13:50:01.131000+00:00,1.1409,128.274,10.323,4.6,mb,"48 km N of Maba, Indonesia",MALUKU UTARA
2024-07-08 14:49:42.955000+00:00,1.585,127.7619,7.722,4.5,mb,"31 km WSW of Tobelo, Indonesia",MALUKU UTARA
2024-07-05 18:38:52.035000+00:00,-3.0885,139.4406,56.607,4.1,mb,"143 km WSW of Abepura, Indonesia",PAPUA
2024-07-05 16:31:13.056000+00:00,-0.8209,110.2879,10.0,4.3,mb,"138 km SE of Pontianak, Indonesia",KALIMANTAN BARAT
2024-07-03 13:27:50.397000+00:00,-3.2703,135.6748,10.0,4.1,mb,"21 km ENE of Nabire, Indonesia",PAPUA TENGAH
2024-07-01 23:58:15.638000+00:00,-4.3189,136.912,10.0,4.3,mb,"189 km SE of Nabire, Indonesia",PAPUA TENGAH
2024-07-01 18:28:06.334000+00:00,-2.7791,134.2216,9.625,4.2,mb,"107 km SE of Bintuni, Indonesia",PAPUA BARAT
2024-07-01 09:14:35.607000+00:00,-2.2167,120.954,10.0,4.5,mb,"78 km ENE of Masamba, Indonesia",SULAWESI TENGAH
2024-06-30 23:54:27.894000+00:00,-8.4548,121.946,205.056,4.5,mb,"34 km WNW of Maumere, Indonesia",NUSA TENGGARA TIMUR
2024-06-26 16:49:38.755000+00:00,-2.5595,133.2138,10.0,4.2,mb,"60 km SW of Bintuni, Indonesia",PAPUA BARAT
2024-06-25 21:25:13.564000+00:00,-3.138,130.584,10.0,4.6,mb,"180 km E of Masohi, Indonesia",MALUKU
2024-06-25 05:25:22.466000+00:00,2.3147,128.5849,237.499,4.4,mb,"91 km NE of Tobelo, Indonesia",MALUKU UTARA
2024-06-25 02:20:04.135000+00:00,-4.5545,139.7387,10.0,4.3,mb,"208 km ENE of Agats, Indonesia",PAPUA PEGUNUNGAN
2024-06-22 09:24:01.783000+00:00,-2.8347,129.5274,10.0,4.8,mb,"80 km NE of Masohi, Indonesia",MALUKU
2024-06-22 09:13:20.477000+00:00,-2.8186,129.5288,10.0,4.5,mb,"81 km NE of Masohi, Indonesia",MALUKU
2024-06-21 19:31:35.540000+00:00,3.4658,99.0241,189.317,4.4,mb,"13 km SE of Perbaungan, Indonesia",SUMATERA UTARA
2024-06-21 00:11:17.451000+00:00,-3.5436,139.8835,77.081,5.0,mb,"133 km SW of Abepura, Indonesia",PAPUA
2024-06-19 16:39:24.641000+00:00,-3.0061,130.345,10.0,4.4,mb,"156 km ENE of Masohi, Indonesia",MALUKU
2024-06-17 17:15:15.254000+00:00,-2.2207,138.4616,29.188,4.2,mb,"244 km W of Abepura, Indonesia",PAPUA
2024-06-16 02:32:56.903000+00:00,-9.4184,119.4539,90.71,4.3,mb,"23 km E of Tambolaka, Indonesia",NUSA TENGGARA TIMUR
2024-06-15 16:41:00.598000+00:00,-1.6664,124.5783,10.0,4.4,mb,"161 km WNW of Sanana, Indonesia",MALUKU UTARA
2024-06-15 15:17:55.734000+00:00,-3.0257,130.0302,16.705,4.5,mb,"121 km ENE of Masohi, Indonesia",MALUKU
2024-06-11 08:07:20.796000+00:00,0.8589,97.7622,40.995,4.6,mb,"31 km N of Teluk Dalam, Indonesia",SUMATERA UTARA
2024-06-10 23:46:09.085000+00:00,4.8187,95.855,105.522,4.7,mb,"63 km S of Sigli, Indonesia",ACEH
2024-06-10 23:24:23.587000+00:00,2.4788,128.4537,233.089,4.2,mb,"96 km NNE of Tobelo, Indonesia",MALUKU UTARA
2024-06-10 14:18:11.475000+00:00,2.8449,99.1255,178.298,4.3,mb,"14 km SSE of Pematangsiantar, Indonesia",SUMATERA UTARA
2024-06-10 02:47:57.816000+00:00,-3.3321,126.8794,10.225,4.6,mb,"150 km WNW of Ambon, Indonesia",MALUKU
2024-06-10 01:44:28.227000+00:00,4.0851,126.746,35.0,4.3,mb,"203 km SE of Sarangani, Philippines",SULAWESI UTARA
2024-06-09 11:15:59.913000+00:00,-2.9812,139.1659,32.815,4.6,mb,"168 km WSW of Abepura, Indonesia",PAPUA
2024-06-09 02:00:27.616000+00:00,2.7785,95.8472,27.474,4.2,mb,"67 km WNW of Sinabang, Indonesia",ACEH
2024-06-07 16:31:04.714000+00:00,-2.994,139.2269,39.22,5.3,mww,"162 km WSW of Abepura, Indonesia",PAPUA
2024-06-06 13:33:51.999000+00:00,-2.9853,138.2779,37.384,4.6,mb,"265 km W of Abepura, Indonesia",PAPUA
2024-06-06 13:15:37.463000+00:00,-9.0052,116.8448,10.967,5.0,mb,"28 km S of Taliwang, Indonesia",NUSA TENGGARA BARAT
2024-06-03 10:36:55.749000+00:00,-2.1862,100.9237,93.292,4.3,mb,"53 km WSW of Sungai Penuh, Indonesia",SUMATERA BARAT
2024-06-02 21:43:40.775000+00:00,-2.9237,138.8345,48.904,5.0,mb,"203 km W of Abepura, Indonesia",PAPUA
2024-06-02 19:27:22.713000+00:00,-3.1404,102.8632,204.928,4.2,mb,"17 km N of Lubuklinggau, Indonesia",SUMATERA SELATAN
2024-06-02 09:22:03.680000+00:00,2.0429,127.8149,233.222,4.8,mb,"40 km NNW of Tobelo, Indonesia",MALUKU UTARA
2024-05-31 20:13:26.411000+00:00,-7.3296,108.5218,148.152,4.3,mb,"18 km E of Ciamis, Indonesia",JAWA BARAT
2024-05-30 20:08:17.423000+00:00,1.9421,99.0285,132.193,4.2,mb,"35 km NE of Sibolga, Indonesia",SUMATERA UTARA
2024-05-30 10:15:33.143000+00:00,-8.2211,118.0959,199.17,4.4,mb,"53 km NW of Dompu, Indonesia",NUSA TENGGARA BARAT
2024-05-28 22:44:37.838000+00:00,-2.9778,139.5379,64.785,4.4,mb,"128 km WSW of Abepura, Indonesia",PAPUA
2024-05-28 08:42:59.735000+00:00,-4.7439,139.4064,10.0,4.2,mb,"166 km ENE of Agats, Indonesia",PAPUA PEGUNUNGAN
2024-05-25 23:49:11.679000+00:00,-3.8349,139.6986,72.036,4.2,mb,"171 km SW of Abepura, Indonesia",PAPUA PEGUNUNGAN
2024-05-24 21:31:50.641000+00:00,-4.7837,139.4729,10.0,4.2,mb,"170 km ENE of Agats, Indonesia",PAPUA PEGUNUNGAN
2024-05-24 19:21:27.805000+00:00,-2.0131,138.9181,29.229,4.3,mb,"201 km WNW of Abepura, Indonesia",PAPUA
2024-05-24 03:17:31.053000+00:00,0.7813,100.0557,198.646,4.1,mb,"109 km SE of Padangsidempuan, Indonesia",SUMATERA BARAT
2024-05-21 08:31:56.954000+00:00,-2.2033,138.2031,22.062,5.3,mww,"261 km ESE of Biak, Indonesia",PAPUA
2024-05-19 16:57:28.683000+00:00,2.3173,128.5835,38.666,4.7,mb,"91 km NE of Tobelo, Indonesia",MALUKU UTARA
2024-05-18 08:56:33.815000+00:00,-3.7694,126.8748,10.225,4.4,mb,"145 km W of Ambon, Indonesia",MALUKU
2024-05-17 00:20:56.836000+00:00,-3.3737,101.9303,110.347,4.4,mb,"60 km NW of Bengkulu, Indonesia",BENGKULU
2024-05-16 09:31:36.178000+00:00,-4.7569,139.683,10.0,4.2,mb,"192 km ENE of Agats, Indonesia",PAPUA PEGUNUNGAN
2024-05-16 02:36:08.787000+00:00,-3.4637,135.3682,56.27,4.3,mb,"18 km SW of Nabire, Indonesia",PAPUA TENGAH
2024-05-15 12:32:43.587000+00:00,-2.9076,139.3459,38.42,4.1,mb,"147 km WSW of Abepura, Indonesia",PAPUA
2024-05-14 15:36:36.693000+00:00,-2.7214,101.6703,10.0,4.3,mb,"79 km SSE of Sungai Penuh, Indonesia",BENGKULU
2024-05-09 14:30:30.971000+00:00,-4.7178,103.7172,151.307,4.2,mb,"82 km SW of Baturaja, Indonesia",SUMATERA SELATAN
2024-05-06 02:02:00.136000+00:00,2.4434,128.4389,232.048,4.0,mb,"92 km NNE of Tobelo, Indonesia",MALUKU UTARA
2024-05-06 01:11:41.683000+00:00,-4.2431,104.731,268.214,4.1,mb,"63 km ESE of Baturaja, Indonesia",SUMATERA SELATAN
